Marca temporal,¿Qué edad tiene?,¿En que municipio del estado de Jalisco vive usted?,¿A cuántas personas considera que cuida usted? Teniendo en cuenta que cuidar puede ser desde procurar que esas personas se encuentren bien hasta tenerlos bajo su cuidado directo.,"Respecto a las tareas de cuidado en el núcleo familiar, ¿Cuál de las siguientes opciones describe mejor su situación? ","¿Qué parentesco o relación tiene usted con la persona / ser querido/a desaparecida? 
Mi ser querido desaparecido es mi ...","1.1. ¿Cómo se ha modificado tu proyecto de vida personal, escolar o profesional desde la desaparición de tu familiar?","1.2. Para las niñas y jóvenes del hogar, ¿Cómo ha afectado esta situación a sus expectativas de futuro o metas educativas?","1.3. Al pensar en tu futuro a mediano y largo plazo, ¿Qué lugar ocupa actualmente tu bienestar individual en comparación con la búsqueda?",1.4. ¿Qué tipo de apoyo consideras indispensable para que tú o las niñas de tu familia puedan retomar o construir un proyecto de vida digno?,1.5 Cuándo piensas en proyecto de vida ¿Qué es lo que se te viene a la cabeza?,"2.1. Tras la desaparición de tu familiar, ¿Cómo se repartieron las tareas de cuidado (atención a niñas/os, personas mayores, enfermas o quehaceres del hogar)?",2.2. ¿De qué manera el tiempo dedicado a las tareas de cuidado afecta en tus posibilidades de participar en las jornadas de búsqueda?,2.3. ¿Cómo afecta a tu salud física y emocional la combinación de las labores de cuidado con la exigencia de la búsqueda?,2.5. Tu como persona buscadora ¿Cómo te cuidas y cuidas a otras/os?,3.1. ¿Cómo se ha visto afectada la situación económica y laboral de tu hogar a raíz de la desaparición y la necesidad de buscar?,3.2. ¿Cuáles son los principales gastos que has realizado debido a la desaparición y búsqueda de tu familiar?,3.3. ¿Qué medidas drásticas ha tenido que tomar tu familia para subsistir económicamente en este contexto?,"3.4. Desde la perspectiva del derecho al trabajo digno y la estabilidad económica, ¿Cuál es tu mayor necesidad de subsistencia actual?",3.5. ¿Qué actividades remuneradas consideras son las que mejor te podrían ayudar a tener estabilidad económica?,"4.1. ¿Cómo ha cambiado el trato o la relación con tus vecinas/os, amigos o comunidad desde que ocurrió la desaparición?","4.2. En el ámbito público y comunitario, ¿has enfrentado juicios o señalamientos específicos por el hecho de salir a buscar o manifestarte por la desaparición de personas?","4.3. Al integrarte a un colectivo de búsqueda, ¿Cómo se ha transformado tu rol social o comunitario?","4.4. Con respecto a las niñas y adolescentes del hogar, ¿Cómo ha afectado la desaparición a sus espacios de socialización y recreación en la comunidad?","4.5. Por favor completa la frase:
Me gustaría que la comunidad donde vivo….","5.1. Al acudir ante las autoridades judiciales, de búsqueda y apoyos (Fiscalías, Comisiones) ¿Cuál es el principal obstáculo institucional que enfrentas?",5.2. En términos de herramientas y recursos materiales para las jornadas de búsqueda en campo ¿Cuál es tu mayor carencia actual?,5.3. ¿Qué necesidades de capacitación o de conocimiento técnico identificas son necesarias para ejercer tu derecho a participar en la búsqueda de manera digna y segura?,5.4. En materia de seguridad física durante las búsquedas ¿Cuál es la situación de riesgo que más te preocupa a ti y a las mujeres de tu colectivo?,5.5. ¿Qué hace falta en materia de búsqueda? (al interior de las y los colectivos),5.6. ¿En materia de seguridad física que demandas tienes para las instituciones involucradas?,6.1. ¿Cuáles son los principales malestares físicos o de salud corporal que has experimentado desde la desaparición?,"6.2. Cuando piensas en realizar actividades de descanso, recreación o salud mental para ti misma ¿Qué impide que lo puedas hacer?",6.3. ¿Cuáles son las estrategias de contención emocional o apoyo mutuo que encuentras más efectivas dentro de tu colectivo o red de mujeres?,"6.4. Para las niñas y adolescentes del hogar, ¿Qué estrategias de salud emocional o cuidado colectivo se necesitan?","6.5. Por favor completa la frase:
Para poderme cuidar necesito…",6.6. ¿Qué otras actividades de descanso y autocuidado realizas?,7.1. ¿De qué manera percibes que la desaparición de tu familiar ha impactado en la salud emocional o comportamiento de las niñas y jóvenes de la casa?,7.2. ¿Cómo se comunica o se maneja el tema de la ausencia de la persona desaparecida con las infancias de la familia?,7.3. ¿Cómo te sientes manejando el tema con ellas y ellos?,7.4. ¿Qué efectos a largo plazo te preocupan más respecto al desarrollo de las niñas y adolescentes que crecen con la desaparición de un ser querido?,7.5. ¿Qué tipo de reparación consideras puede romper el ciclo del daño a niñas y adolescentes?,"7.6. Por favor completa la frase 
            Me gustaría que las niñas niños y adolescentes de mi familia o núcleo familiar ..."
15/6/2026 12:57:26,55,Mazamitla,2,Las realizo de manera individual.,Esposo(a) / Pareja / Conyugue,"He tenido que abandonar por completo mis estudios, metas profesionales o planes individuales para dedicarme exclusivamente a la búsqueda y al sustento del hogar.",Estudian con interrupciones constantes debido a la inestabilidad económica o los problemas económicos y de seguridad familiar.,"Intento planificar mi futuro, pero la incertidumbre y la falta de respuestas institucionales me impiden consolidar cualquier meta personal.",Espacios comunitarios seguros y recreativos para el libre desarrollo de niñas y adolescentes.,,"He asumido por completo la carga total de los cuidados de forma individual (por ejemplo, cuidando ahora también a nietas/os o sobrinas/os huérfanos por la desaparición).",Me impide salir a buscar en campo o asistir a diligencias porque no tengo con quién dejar de forma segura a las personas a mi cargo.,"Siento un agotamiento extremo y reprimo mis emociones (tristeza, miedo) para no preocupar a las niñas y niños que dependen de mí.",Trato pero no es completamente posible ,"Conservo mi trabajo, pero mis ingresos actuales son insuficientes debido a los gastos extraordinarios que genera el proceso de búsqueda.",Gastos médicos o psicológicos imprevistos para atender los padecimientos crónicos derivados del impacto del hecho.,"Recortar gastos básicos esenciales como alimentación de calidad, vestimenta o el pago regular de servicios del hogar.","Acceso a subsidios de vivienda, canastas alimentarias completas y/o exención de pagos en servicios básicos.",El comercio ,"Nos expresan lástima o apoyo de palabra, pero evitan involucrarse activamente o acompañarnos en las actividades públicas o de memoria.",Siento un respeto y reconocimiento absoluto de toda mi comunidad hacia mi labor como buscadora.,"Participo activamente en el colectivo porque es mi única red de apoyo, aunque prefiero mantener un perfil bajo ante la sociedad por seguridad.","Su entorno comunitario se volvió inseguro y hostil; ya no salen a parques, canchas o calles por miedo a la violencia o el crimen organizado.",Sea más empatía ,"Falta de acceso real a los expedientes, ningún avance en las investigaciones y desprecio hacia los datos que nosotras mismas aportamos.","Falta de transporte seguro y recursos para viáticos (comida, hidratación) durante los traslados a zonas de búsqueda distantes o peligrosas.","Formación en derecho penal, derechos humanos y herramientas digitales para vigilar e impulsar el expediente jurídico.","Sufrir ataques directos, amenazas de muerte o persecución por parte de grupos de la delincuencia organizada que operan en los territorios.",,Cuidado de víctimas ,"Dolores crónicos (migrañas, gastritis, colitis, dolor de espalda o articular) combinados con insomnio crónico o pesadillas.","La falta absoluta de tiempo libre debido a la triple carga (trabajar, buscar a mi familiar y cuidar al resto de la familia).",Los círculos de escucha y talleres donde compartimos dolores sin sentirnos juzgadas u observadas.,Espacios de juego seguro donde puedan convivir y normalizar su situación con otros que comparten la misma experiencia familiar.,Sentirme segura ,Dormir ,"Muestran aislamiento, problemas de conducta en la escuela, bajo rendimiento académico, tristeza profunda o irritabilidad extrema.","Existe un silencio en el hogar para ""protegerlos/es"", evitando hablar del tema para que no vean llorar a las y los adultos.","He sabido compartirles la desaparición de nuestro ser querido, pero no me expresan sus sentimientos y emocionalmente están afectados.","Que hereden de forma permanente el trauma, la depresión o padecimientos físicos debido al estrés vivido.",Programas estatales de salud mental y acompañamiento psicosocial especializado en infancias y adolescencias de duración indefinida.,Se sintieran seguros y protegidos 
15/6/2026 13:17:10,49,Zapotlán el Grande,1,Las realizo de manera individual.,Hijo / Hija,"Continúo con mis planes originales, pero con un nivel muy alto de estrés, desgaste emocional y falta de tiempo para mí misma.",Estudian con interrupciones constantes debido a la inestabilidad económica o los problemas económicos y de seguridad familiar.,"Intento planificar mi futuro, pero la incertidumbre y la falta de respuestas institucionales me impiden consolidar cualquier meta personal.",Becas de estudio permanentes y apoyos económicos directos del Estado que cubran la subsistencia.,,El trabajo de cuidados se distribuye de forma equitativa con los hombres adultos presentes de la familia o mediante apoyos institucionales.,Me impide salir a buscar en campo o asistir a diligencias porque no tengo con quién dejar de forma segura a las personas a mi cargo.,"Siento un agotamiento extremo y reprimo mis emociones (tristeza, miedo) para no preocupar a las niñas y niños que dependen de mí.",A no arriesgarme ami fam y ami en ir a lugars peligrosos,"La economía del hogar se mantiene estable gracias a pensiones, apoyos gubernamentales o ingresos de otros familiares o personas","No he tenido gastos significativos, ya que las autoridades cubren de manera efectiva los costos operativos de la búsqueda.","Recortar gastos básicos esenciales como alimentación de calidad, vestimenta o el pago regular de servicios del hogar.","Acceso a subsidios de vivienda, canastas alimentarias completas y/o exención de pagos en servicios básicos.",Buscar un buen trabajo,"Sufrimos aislamiento social, rechazo o indiferencia debido al miedo generalizado de la gente o a prejuicios y estigmas.","No he recibido críticas por mi género, pero sí señalamientos y estigmas generales hacia las actividades del colectivo de búsqueda.","Participo activamente en el colectivo porque es mi única red de apoyo, aunque prefiero mantener un perfil bajo ante la sociedad por seguridad.","Su entorno comunitario se volvió inseguro y hostil; ya no salen a parques, canchas o calles por miedo a la violencia o el crimen organizado.",Fuera segura,"Falta de acceso real a los expedientes, ningún avance en las investigaciones y desprecio hacia los datos que nosotras mismas aportamos.",Falta de tecnología o asesoría satelital y cartográfica para mapear y geolocalizar posibles puntos de hallazgo.,"Capacitación en antropología forense, arqueología, manejo de restos humanos y cadena de custodia para evitar la pérdida de evidencia.","Sufrir ataques directos, amenazas de muerte o persecución por parte de grupos de la delincuencia organizada que operan en los territorios.",Mas. Apoyo de las autoridaes,Ninguna,"Dolores crónicos (migrañas, gastritis, colitis, dolor de espalda o articular) combinados con insomnio crónico o pesadillas.","Siento una profunda culpa interna; siento que descansar, distraerme o sonreír es una traición a la memoria o a la búsqueda de mi familiar.",Los círculos de escucha y talleres donde compartimos dolores sin sentirnos juzgadas u observadas.,"Talleres lúdicos, artísticos (dibujo, teatro, cartonería) y terapéuticos específicos para que expresen sus miedos y vivan su infancia.",Mucha ayuda sicolojica,Salir al.campo,"Muestran aislamiento, problemas de conducta en la escuela, bajo rendimiento académico, tristeza profunda o irritabilidad extrema.","Existe un silencio en el hogar para ""protegerlos/es"", evitando hablar del tema para que no vean llorar a las y los adultos.",No he sabido compartirles la desaparición de nuestro ser querido y emocionalmente están afectados.,Que vean canceladas definitivamente sus oportunidades escolares y profesionales debido a la dificultad económica familiar heredada.,Programas estatales de salud mental y acompañamiento psicosocial especializado en infancias y adolescencias de duración indefinida.,Tengan.una paz. Sobre la desaparicion
15/6/2026 13:21:37,32,Mazamitla,4,Las comparto equitativamente con otra(s) persona(s).,Hermano / Hermana,"Continúo con mis planes originales, pero con un nivel muy alto de estrés, desgaste emocional y falta de tiempo para mí misma.","Siguen estudiando de forma regular, pero cargan con una fuerte presión emocional que afecta su rendimiento y concentración.","Intento planificar mi futuro, pero la incertidumbre y la falta de respuestas institucionales me impiden consolidar cualquier meta personal.",Becas de estudio permanentes y apoyos económicos directos del Estado que cubran la subsistencia.,"Para mi el proyecto de vida implica mis metas o lo que quiero lograr a corto mediano y largo plazo, son ideas y planes que uno tiene pero para poder lograrlo se tiene que trabajar en ello. ","Comparto los cuidados con otras mujeres de la familia extensa (abuelas, hermanas), pero la carga sigue siendo abrumadora.","Puedo asistir a las búsquedas, pero con la constante preocupación, prisa y culpa por descuidar el hogar o el seguimiento escolar de los menores.","Experimento ansiedad o tristeza profunda, pero priorizo resolver las necesidades de los demás antes que las mías.",Yo sobrevivo solamente amis hijos y mis sobrinos (hijos de mi hermano desaparesido)  trato de siempre apoyarlos en todo ,He tenido que recurrir al comercio informal o a trabajos mal pagados y sin seguridad social para poder disponer de flexibilidad de tiempo.,Gastos médicos o psicológicos imprevistos para atender los padecimientos crónicos derivados del impacto del hecho.,"Vender propiedades (terrenos, casas, vehículos) o empeñar pertenencias valiosas para solventar la vida diaria y la búsqueda.",Seguro de desempleo o renta básica universal para familias víctimas indirectas de desaparición.,"Trabajo fijo con sueldo decente,  horarios accesibles oh apoyo para negocio propio y poner disponer de mis tiempos ","Sufrimos aislamiento social, rechazo o indiferencia debido al miedo generalizado de la gente o a prejuicios y estigmas.","No he recibido críticas por mi género, pero sí señalamientos y estigmas generales hacia las actividades del colectivo de búsqueda.","Solo asisto cuando es estrictamente necesario, pues el activismo público aumenta la exposición al peligro en mi localidad.","Su entorno comunitario se volvió inseguro y hostil; ya no salen a parques, canchas o calles por miedo a la violencia o el crimen organizado.",Fuera empatica oh por lo menos respetara el dolor ageno. No asiendo comentarios hirientes.,"Violencia institucional constante: maltrato, revictimización, negligencia o comentarios discriminatorios por parte de las/os funcionarias/os.","Falta de herramientas básicas de excavación (palas, varillas, picos, drones) y equipo de protección personal (botas, guantes, cubrebocas).","Talleres de seguridad comunitaria, primeros auxilios, gestión del riesgo en zonas de conflicto y protocolos de protección ante amenazas.","Sufrir ataques directos, amenazas de muerte o persecución por parte de grupos de la delincuencia organizada que operan en los territorios.","Herramientas, transporte seguro y sobre todo Seguridad.","Ser empaticos y que agan bien su trabajo buscar a nuestros desaparecidos es trabajo de las autoridades, pero como no hacen su trabajo uno tiene que ir a buscar, mientras a ellos se les paga por un trabajo que no hacen a las madres buscadoras son muy pocos los apoyos que se les dan.","Cansancio extremo que no disminuye al dormir, dolores en el pecho, taquicardias o sensación constante de ahogo por estrés.","Siento una profunda culpa interna; siento que descansar, distraerme o sonreír es una traición a la memoria o a la búsqueda de mi familiar.",Los círculos de escucha y talleres donde compartimos dolores sin sentirnos juzgadas u observadas.,Terapia psicológica individualizada centrada en el manejo del trauma por la pérdida.,"Tiempo para mi, ",Ninguna,"Muestran aislamiento, problemas de conducta en la escuela, bajo rendimiento académico, tristeza profunda o irritabilidad extrema.","Existe un silencio en el hogar para ""protegerlos/es"", evitando hablar del tema para que no vean llorar a las y los adultos.",No he sabido compartirles la desaparición de nuestro ser querido y emocionalmente están afectados.,"Que normalicen la violencia, la impunidad y el miedo.",Programas estatales de salud mental y acompañamiento psicosocial especializado en infancias y adolescencias de duración indefinida.,"Tuvieran un entorno seguro, crecieran  sin miedos sin bulling y sin ser señalados."
15/6/2026 13:22:58,32,Zapotlán el Grande,2,Las comparto equitativamente con otra(s) persona(s).,Madre / Padre,"He tenido que pausar o alterar temporalmente mis planes, intentando adaptarlos a los tiempos y exigencias que impone la búsqueda.","Han tenido que asumir roles adultos o de cuidado en el hogar, lo que ha provocado que dejen la escuela o cambien sus metas educativas.","Intento planificar mi futuro, pero la incertidumbre y la falta de respuestas institucionales me impiden consolidar cualquier meta personal.",Acompañamiento psicoterapéutico de largo plazo para sanar el trauma.,Tener una planeación de vida a largo plazo  ya sea en cumplir una meta o propósito para tu familia ,El trabajo de cuidados se distribuye de forma equitativa con los hombres adultos presentes de la familia o mediante apoyos institucionales.,"Tengo que llevar a las niñas o niños conmigo a las búsquedas o reuniones del colectivo, lo que los expone a riesgos y desgaste físico/emocional.","Experimento ansiedad o tristeza profunda, pero priorizo resolver las necesidades de los demás antes que las mías.",Nos cuidamos entre nosotros mismos y con la bendición de Dios para que nos permita seguir en la búsqueda de nuestro ser querido ,"La economía del hogar se mantiene estable gracias a pensiones, apoyos gubernamentales o ingresos de otros familiares o personas","No he tenido gastos significativos, ya que las autoridades cubren de manera efectiva los costos operativos de la búsqueda.",No hemos necesitado tomar medidas drásticas; los ingresos actuales cubren las necesidades básicas del hogar.,Seguro de desempleo o renta básica universal para familias víctimas indirectas de desaparición.,En empleo donde nos otorguen todas las prestaciones ,"Nos expresan lástima o apoyo de palabra, pero evitan involucrarse activamente o acompañarnos en las actividades públicas o de memoria.","No he recibido críticas por mi género, pero sí señalamientos y estigmas generales hacia las actividades del colectivo de búsqueda.","Participo activamente en el colectivo porque es mi única red de apoyo, aunque prefiero mantener un perfil bajo ante la sociedad por seguridad.","Sus actividades recreativas, deportivas y de juego comunitario se desarrollan con total normalidad y seguridad.",Tuviera más empatía así las personas que tenemos un familiar desaparecido ,Las autoridades actúan de manera pronta y nos garantizan participación en cada etapa.,"Falta de herramientas básicas de excavación (palas, varillas, picos, drones) y equipo de protección personal (botas, guantes, cubrebocas).","Capacitación en antropología forense, arqueología, manejo de restos humanos y cadena de custodia para evitar la pérdida de evidencia.","Sufrir ataques directos, amenazas de muerte o persecución por parte de grupos de la delincuencia organizada que operan en los territorios.",Más seguridad y apoyo,Hasta el momento ninguna ,No presento malestares físicos crónicos; mi salud se encuentra controlada.,"La falta absoluta de tiempo libre debido a la triple carga (trabajar, buscar a mi familiar y cuidar al resto de la familia).",El acompañamiento físico y el acuerpamiento mutuo durante las diligencias legales penosas o las marchas de protesta.,Terapia psicológica individualizada centrada en el manejo del trauma por la pérdida.,Estar tranquila y estar bien ,Por el momento ninguno,"Han madurado de forma acelerada, asumiendo roles de protección hacia los adultos y bloqueando su propia expresión emocional.","Participan activamente en las actividades de memoria o del colectivo, creciendo con una conciencia clara del proceso de búsqueda familiar.","He sabido compartirles la desaparición de nuestro ser querido, pero no me expresan sus sentimientos y emocionalmente están afectados.","Que normalicen la violencia, la impunidad y el miedo.","Actos públicos de memoria digna, reconocimiento de la responsabilidad del Estado y construcción de espacios recreativos seguros en sus comunidades.",No les afectará tanto el sentimiento de no encontrar a nuestro familiar desaparecido 
15/6/2026 13:23:04,40,Mazamitla,5,Las realizo de manera individual.,Esposo(a) / Pareja / Conyugue,No he sentido que mis metas individuales o planes a futuro se hayan visto afectados significativamente gracias al apoyo de familia y comunidad.,No se han visto alteradas actividades educativas ni sus planes futuros.,He logrado mantener un equilibrio claro y saludable entre mis metas individuales y el proceso de búsqueda.,Espacios comunitarios seguros y recreativos para el libre desarrollo de niñas y adolescentes.,Planes futuro,"He asumido por completo la carga total de los cuidados de forma individual (por ejemplo, cuidando ahora también a nietas/os o sobrinas/os huérfanos por la desaparición).",Me impide salir a buscar en campo o asistir a diligencias porque no tengo con quién dejar de forma segura a las personas a mi cargo.,Logro procesar mis emociones en espacios propios sin que interfieran con mis roles de cuidado.,🤔,"La economía del hogar se mantiene estable gracias a pensiones, apoyos gubernamentales o ingresos de otros familiares o personas","No he tenido gastos significativos, ya que las autoridades cubren de manera efectiva los costos operativos de la búsqueda.","Vender propiedades (terrenos, casas, vehículos) o empeñar pertenencias valiosas para solventar la vida diaria y la búsqueda.","Acceso a subsidios de vivienda, canastas alimentarias completas y/o exención de pagos en servicios básicos.",Estbvfug,"La relación comunitaria sigue siendo exactamente igual que antes, sin ningún cambio perceptible.","No he recibido críticas por mi género, pero sí señalamientos y estigmas generales hacia las actividades del colectivo de búsqueda.",No formo parte de ningún colectivo; prefiero llevar a cabo las gestiones de manera individual y privada.,"Sus actividades recreativas, deportivas y de juego comunitario se desarrollan con total normalidad y seguridad.",Fuera mas segura ,"Falta de acceso real a los expedientes, ningún avance en las investigaciones y desprecio hacia los datos que nosotras mismas aportamos.","Falta de transporte seguro y recursos para viáticos (comida, hidratación) durante los traslados a zonas de búsqueda distantes o peligrosas.","Formación en derecho penal, derechos humanos y herramientas digitales para vigilar e impulsar el expediente jurídico.","Sufrir ataques directos, amenazas de muerte o persecución por parte de grupos de la delincuencia organizada que operan en los territorios.",Mas seguridad,Mas ,No presento malestares físicos crónicos; mi salud se encuentra controlada.,"Dedico tiempo de manera regular a mi bienestar emocional, recreativo y descanso físico.",No participo en estrategias colectivas; prefiero manejar mis emociones de forma individual y privada.,Terapia psicológica individualizada centrada en el manejo del trauma por la pérdida.,Paz,Emocional,"Han madurado de forma acelerada, asumiendo roles de protección hacia los adultos y bloqueando su propia expresión emocional.","Se les explica la verdad de forma adaptada a su edad, aunque el ambiente familiar de angustia constante les genera miedo.","He sabido compartirles la desaparición de nuestro ser querido, pero no me expresan sus sentimientos y emocionalmente están afectados.","Que normalicen la violencia, la impunidad y el miedo.",Programas estatales de salud mental y acompañamiento psicosocial especializado en infancias y adolescencias de duración indefinida.,Sanos
15/6/2026 13:23:36,46,Valle de Juárez,4,Las realizo de manera individual.,Hijo / Hija,"He tenido que abandonar por completo mis estudios, metas profesionales o planes individuales para dedicarme exclusivamente a la búsqueda y al sustento del hogar.",No se han visto alteradas actividades educativas ni sus planes futuros.,Mis planes personales están totalmente anulados; mi único proyecto de vida actual es encontrar a mi familiar.,Espacios comunitarios seguros y recreativos para el libre desarrollo de niñas y adolescentes.,"Estudiar... Varias profeciones para la búsqueda o talleres..
Como., Derecho.
             Ciencias forenses 
             Enfermería..
            Sicóloga..

Todo eso para poder seguir con todas las diligencias, actividades y necesidades.. que conllevan una búsqueda ",El trabajo de cuidados se distribuye de forma equitativa con los hombres adultos presentes de la familia o mediante apoyos institucionales.,Cuento con una red de apoyo comunitaria o institucional que cuida a mis familiares adecuadamente cuando salgo a buscar.,"Siento un agotamiento extremo y reprimo mis emociones (tristeza, miedo) para no preocupar a las niñas y niños que dependen de mí.","Trato de No involucrar a los demás miembros de mi familia en la búsqueda.. para no exponerlos..
No público fotos, ubicación o lugares donde estoy en ese momento..
No salgo tarde a la calle 
",He tenido que recurrir al comercio informal o a trabajos mal pagados y sin seguridad social para poder disponer de flexibilidad de tiempo.,"Gastos constantes de transporte, copias, trámites legales y viáticos para acudir a fiscalías, comisiones o fosas.","Recortar gastos básicos esenciales como alimentación de calidad, vestimenta o el pago regular de servicios del hogar.","Programas de empleo estatal con flexibilidad de horarios para mujeres buscadoras, sin riesgo de despido.","Trabajos temporales o con flexibilidad de horario..
Trabajos o actividades desde casa..
Y este programa con los apoyos mensuales, para las busquedas en específico..","Nos expresan lástima o apoyo de palabra, pero evitan involucrarse activamente o acompañarnos en las actividades públicas o de memoria.",He recibido comentarios machistas o intimidaciones por parte de autoridades o personas de la comunidad que cuestionan mi liderazgo por ser mujer.,He pasado de vivir el dolor de manera privada a asumir un rol político público como defensora de derechos humanos y líder comunitaria.,"Sus actividades recreativas, deportivas y de juego comunitario se desarrollan con total normalidad y seguridad.",Fuera mas empatica y solidaria con las familias buscadoras ,"Falta de acceso real a los expedientes, ningún avance en las investigaciones y desprecio hacia los datos que nosotras mismas aportamos.","Falta de transporte seguro y recursos para viáticos (comida, hidratación) durante los traslados a zonas de búsqueda distantes o peligrosas.","Capacitación en antropología forense, arqueología, manejo de restos humanos y cadena de custodia para evitar la pérdida de evidencia.","La vigilancia, espionaje o criminalización directa por parte de corporaciones policiales o agentes estatales coludidos.",,"Que fiscalía y comisión de búsqueda., esten mas al pendiente de las víctimas en lás busquedas en campo 
Y con los colectivos independientes.. traten de llegar con tiempo al momento de tener aviso de algun positivo ","Cansancio extremo que no disminuye al dormir, dolores en el pecho, taquicardias o sensación constante de ahogo por estrés.","La falta absoluta de tiempo libre debido a la triple carga (trabajar, buscar a mi familiar y cuidar al resto de la familia).",El acompañamiento físico y el acuerpamiento mutuo durante las diligencias legales penosas o las marchas de protesta.,"Talleres lúdicos, artísticos (dibujo, teatro, cartonería) y terapéuticos específicos para que expresen sus miedos y vivan su infancia.","Tiempo 
Dinero 
Y encontrar a mi hijo ",,"No he observado ningún cambio en su conducta, estado de ánimo o desarrollo de su desarrollo a raíz del suceso.","Se les explica la verdad de forma adaptada a su edad, aunque el ambiente familiar de angustia constante les genera miedo.","He sabido compartirles la desaparición de nuestro ser querido, pero no me expresan sus sentimientos y emocionalmente están afectados.","Que normalicen la violencia, la impunidad y el miedo.","Acceso a educación superior gratuita, becas de manutención garantizadas para las infancias afectadas.",Puedan desarrollarse normalmente dentro de su edad y con un entorno seguro 
15/6/2026 13:25:54,46,Puerto Vallarta,1,Las realizo de manera individual.,Hermano / Hermana,"Continúo con mis planes originales, pero con un nivel muy alto de estrés, desgaste emocional y falta de tiempo para mí misma.",Estudian con interrupciones constantes debido a la inestabilidad económica o los problemas económicos y de seguridad familiar.,"Intento planificar mi futuro, pero la incertidumbre y la falta de respuestas institucionales me impiden consolidar cualquier meta personal.",Oportunidades de empleo flexible o capacitación técnica compatible con las tareas de búsqueda.,Sacar adelante a mi familia tener un negocio salir de la depresión ,"He asumido por completo la carga total de los cuidados de forma individual (por ejemplo, cuidando ahora también a nietas/os o sobrinas/os huérfanos por la desaparición).","Puedo asistir a las búsquedas, pero con la constante preocupación, prisa y culpa por descuidar el hogar o el seguimiento escolar de los menores.","Sufro dolores físicos constantes (migrañas, dolor de espalda, insomnio) pero evito mi atención médica por falta de tiempo o dinero.",Trato de estar un poco bien para poder asumir mi responsabilidad del cuidado de mi nieta y familia,He tenido que recurrir al comercio informal o a trabajos mal pagados y sin seguridad social para poder disponer de flexibilidad de tiempo.,"Gastos constantes de transporte, copias, trámites legales y viáticos para acudir a fiscalías, comisiones o fosas.","Recortar gastos básicos esenciales como alimentación de calidad, vestimenta o el pago regular de servicios del hogar.",Financiamiento a fondo perdido para emprendimientos propios o cooperativas de mujeres del colectivo.,Venta de alimentos ,"Sufrimos aislamiento social, rechazo o indiferencia debido al miedo generalizado de la gente o a prejuicios y estigmas.","Sí, me vigilan o critican socialmente argumentando que ""descuido"" mi casa o a mis hijas/os por andar en la calle o en los colectivos.","Participo activamente en el colectivo porque es mi única red de apoyo, aunque prefiero mantener un perfil bajo ante la sociedad por seguridad.","Mantienen sus lazos de amistad, pero solo en el espacio escolar o el entorno seguro que brindan las infancias del colectivo de búsqueda.",Entendiera que el tener un ser amado desaparecido no te hace mala persona,"Falta de acceso real a los expedientes, ningún avance en las investigaciones y desprecio hacia los datos que nosotras mismas aportamos.","Falta de herramientas básicas de excavación (palas, varillas, picos, drones) y equipo de protección personal (botas, guantes, cubrebocas).","Capacitación en antropología forense, arqueología, manejo de restos humanos y cadena de custodia para evitar la pérdida de evidencia.","La vigilancia, espionaje o criminalización directa por parte de corporaciones policiales o agentes estatales coludidos.",Herramientas y transporte ,Más seguridad ,"Dolores crónicos (migrañas, gastritis, colitis, dolor de espalda o articular) combinados con insomnio crónico o pesadillas.","La falta absoluta de tiempo libre debido a la triple carga (trabajar, buscar a mi familiar y cuidar al resto de la familia).",Los círculos de escucha y talleres donde compartimos dolores sin sentirnos juzgadas u observadas.,"Talleres lúdicos, artísticos (dibujo, teatro, cartonería) y terapéuticos específicos para que expresen sus miedos y vivan su infancia.",Medicamentos,No salgo no puedo si no se de mi familiar ,"Han madurado de forma acelerada, asumiendo roles de protección hacia los adultos y bloqueando su propia expresión emocional.","Participan activamente en las actividades de memoria o del colectivo, creciendo con una conciencia clara del proceso de búsqueda familiar.",No he sabido compartirles la desaparición de nuestro ser querido y emocionalmente están afectados.,"Que hereden de forma permanente el trauma, la depresión o padecimientos físicos debido al estrés vivido.","Acceso a educación superior gratuita, becas de manutención garantizadas para las infancias afectadas.",Tuvieran una educación digna
